State,Year,Quarter,District,Transaction_count,Transaction_amount
Chhattisgarh,2023,3,Dantewada,2610446,3891216445.0
Chhattisgarh,2023,3,Gariyaband,3503215,4618354051.0
Chhattisgarh,2023,3,Durg,30518239,36454227676.0
Chhattisgarh,2023,3,Rajnandgaon,10792121,14242094539.0
Chhattisgarh,2023,3,Raipur,60246482,74957335333.0
Chhattisgarh,2023,3,Narayanpur,1046451,1549573419.0
Chhattisgarh,2023,3,Kanker,5069290,7268253071.0
Chhattisgarh,2023,3,Korea,5423770,6626755027.0
Chhattisgarh,2023,3,Mungeli,4049961,4927292067.0
Chhattisgarh,2023,3,Bilaspur,29954762,33373211751.0
Chhattisgarh,2023,3,Balrampur,4724066,6520858748.0
Chhattisgarh,2023,3,Bijapur,2119985,3227286272.0
Chhattisgarh,2023,3,Bemetara,4527970,5624889453.0
Chhattisgarh,2023,3,Bastar,7993185,10281497026.0
Chhattisgarh,2023,3,Kondagaon,3226589,4364853221.0
Chhattisgarh,2023,3,Mahasamund,8660225,11743403877.0
Chhattisgarh,2023,4,Dhamtari,5315268,7955653750.0
Chhattisgarh,2023,4,Korba,19726650,22276819296.0
Chhattisgarh,2023,4,Surajpur,6623820,7690684428.0
Chhattisgarh,2023,4,Baloda Bazar,11419243,14730630630.000002
Chhattisgarh,2023,4,Sukma,1929446,3297943517.0
Chhattisgarh,2023,4,Raigarh,21979370,26600453833.0
Chhattisgarh,2023,4,Janjgir Champa,17898423,20779991262.0
Chhattisgarh,2023,4,Jashpur,6005195,8200405342.0
Chhattisgarh,2023,4,Balod,5051646,6796035207.0
Chhattisgarh,2023,4,Kabirdham,6394170,7422827410.0
Chhattisgarh,2023,4,Surguja,12245136,14539598411.0
Chhattisgarh,2023,4,Dantewada,3080510,4628960806.0
Chhattisgarh,2023,4,Gariyaband,3871279,5350636287.0
Chhattisgarh,2023,4,Durg,33934555,41327809019.0
Chhattisgarh,2023,4,Rajnandgaon,12172390,16545526589.000002
Chhattisgarh,2023,4,Raipur,65920222,83942581882.0
Chhattisgarh,2023,4,Narayanpur,1278342,1895980333.0
Chhattisgarh,2023,4,Kanker,5810825,8536319018.0
Chhattisgarh,2023,4,Korea,6169209,7494509463.0
Chhattisgarh,2023,4,Mungeli,4768058,5767325811.0
Chhattisgarh,2023,4,Bilaspur,34002727,38440929490.0
Chhattisgarh,2023,4,Balrampur,5631617,8019807502.000001
Chhattisgarh,2023,4,Bijapur,2513720,3762300646.0
Chhattisgarh,2023,4,Bemetara,5236731,6983533299.0
Chhattisgarh,2023,4,Bastar,9247329,12093466910.0
Chhattisgarh,2023,4,Kondagaon,3718769,5136207773.0
Chhattisgarh,2023,4,Mahasamund,9931682,13768096631.0
Chhattisgarh,2024,1,Dhamtari,5903518,9086400135.0
Chhattisgarh,2024,1,Korba,22849476,25663966824.999996
Chhattisgarh,2024,1,Surajpur,7598162,9019904257.0
Chhattisgarh,2024,1,Baloda Bazar,13410704,17818647962.0
Chhattisgarh,2024,1,Sukma,2140706,3559334668.0
Chhattisgarh,2024,1,Raigarh,26078375,33250809217.0
Chhattisgarh,2024,1,Janjgir Champa,20829462,25175613835.0
Chhattisgarh,2024,1,Jashpur,7068728,10398662011.0
Chhattisgarh,2024,1,Balod,5589000,7809254688.0
Chhattisgarh,2024,1,Kabirdham,7383975,8867854814.0
Chhattisgarh,2024,1,Surguja,14014653,16591023973.999998
Chhattisgarh,2024,1,Dantewada,3412567,4925316180.0
Chhattisgarh,2024,1,Gariyaband,4524375,6650680024.0
Chhattisgarh,2024,1,Durg,37656214,44914229955.0
Chhattisgarh,2024,1,Rajnandgaon,13715399,18674634970.0
Chhattisgarh,2024,1,Raipur,73645333,91845650100.0
Chhattisgarh,2024,1,Narayanpur,1421201,2062709615.0000002
Chhattisgarh,2024,1,Kanker,6525306,9687445421.0
Chhattisgarh,2024,1,Korea,6931641,8465472964.0
Chhattisgarh,2024,1,Mungeli,5608015,7027921494.0
Chhattisgarh,2024,1,Bilaspur,38344460,42919210531.0
Chhattisgarh,2024,1,Balrampur,6381033,9322972672.0
Chhattisgarh,2024,1,Bijapur,2840073,4038771728.9999995
Chhattisgarh,2024,1,Bemetara,6142404,8331359315.0
Chhattisgarh,2024,1,Bastar,10504047,13423400993.0
Chhattisgarh,2024,1,Kondagaon,4137033,5865297151.0
Chhattisgarh,2024,1,Mahasamund,11520824,17613264401.0
Dadra And Nagar Haveli And Daman And Diu,2018,1,Diu,5593,6434481.929188873
Dadra And Nagar Haveli And Daman And Diu,2018,1,Daman,50218,63416803.35332493
Dadra And Nagar Haveli And Daman And Diu,2018,1,Dadra and Nagar Haveli,92738,105807098.82670301
Dadra And Nagar Haveli And Daman And Diu,2018,2,Diu,6279,10736607.17711062
Dadra And Nagar Haveli And Daman And Diu,2018,2,Daman,67705,104407321.93224812
Dadra And Nagar Haveli And Daman And Diu,2018,2,Dadra and Nagar Haveli,128642,186926842.5467928
Dadra And Nagar Haveli And Daman And Diu,2018,3,Diu,7087,13784358.656097999
Dadra And Nagar Haveli And Daman And Diu,2018,3,Daman,104637,160593811.8079571
Dadra And Nagar Haveli And Daman And Diu,2018,3,Dadra and Nagar Haveli,177851,273261425.2141204
Dadra And Nagar Haveli And Daman And Diu,2018,4,Diu,9502,19252174.32334737
Dadra And Nagar Haveli And Daman And Diu,2018,4,Daman,147005,240064159.060293
Dadra And Nagar Haveli And Daman And Diu,2018,4,Dadra and Nagar Haveli,247575,399434283.41724634
Dadra And Nagar Haveli And Daman And Diu,2019,1,Diu,16037,21939140.020587962
Dadra And Nagar Haveli And Daman And Diu,2019,1,Daman,259564,315877185.5307482
Dadra And Nagar Haveli And Daman And Diu,2019,1,Dadra and Nagar Haveli,386213,505553450.49856514
Dadra And Nagar Haveli And Daman And Diu,2019,2,Diu,29130,55383383.84612378
Dadra And Nagar Haveli And Daman And Diu,2019,2,Daman,183953,303607607.8232254
Dadra And Nagar Haveli And Daman And Diu,2019,2,Dadra and Nagar Haveli,276573,465450284.89572173
Dadra And Nagar Haveli And Daman And Diu,2019,3,Diu,17203,32940133.541625973
Dadra And Nagar Haveli And Daman And Diu,2019,3,Daman,235860,348909463.45813864
Dadra And Nagar Haveli And Daman And Diu,2019,3,Dadra and Nagar Haveli,385688,579621876.8486074
Dadra And Nagar Haveli And Daman And Diu,2019,4,Diu,21474,46692370.12824968
Dadra And Nagar Haveli And Daman And Diu,2019,4,Daman,282085,443588793.8632827
Dadra And Nagar Haveli And Daman And Diu,2019,4,Dadra and Nagar Haveli,465412,736360098.0195075
Dadra And Nagar Haveli And Daman And Diu,2020,1,Diu,23966,46606086.66300063
Dadra And Nagar Haveli And Daman And Diu,2020,1,Daman,318808,482278970.26113415
Dadra And Nagar Haveli And Daman And Diu,2020,1,Dadra and Nagar Haveli,535805,813878312.3683829
Dadra And Nagar Haveli And Daman And Diu,2020,2,Diu,23866,42875002.19781082
Dadra And Nagar Haveli And Daman And Diu,2020,2,Daman,342171,440492998.56957465
Dadra And Nagar Haveli And Daman And Diu,2020,2,Dadra and Nagar Haveli,607115,819008453.1206709
Dadra And Nagar Haveli And Daman And Diu,2020,3,Diu,26588,51864159.69791981
Dadra And Nagar Haveli And Daman And Diu,2020,3,Daman,376291,584809492.9126782
Dadra And Nagar Haveli And Daman And Diu,2020,3,Dadra and Nagar Haveli,735433,1113115462.3887649
Dadra And Nagar Haveli And Daman And Diu,2020,4,Diu,41821,95658202.77082603
Dadra And Nagar Haveli And Daman And Diu,2020,4,Daman,596994,921372876.4402871
Dadra And Nagar Haveli And Daman And Diu,2020,4,Dadra and Nagar Haveli,1178976,1683480021.61739
Dadra And Nagar Haveli And Daman And Diu,2021,1,Diu,42608,96420384.49176355
Dadra And Nagar Haveli And Daman And Diu,2021,1,Daman,664208,1043765962.7246461
Dadra And Nagar Haveli And Daman And Diu,2021,1,Dadra and Nagar Haveli,1218428,1825446563.977094
Dadra And Nagar Haveli And Daman And Diu,2021,2,Diu,41014,101909220.6664471
Dadra And Nagar Haveli And Daman And Diu,2021,2,Daman,733176,1074079574.22472
Dadra And Nagar Haveli And Daman And Diu,2021,2,Dadra and Nagar Haveli,1350893,1981679666.5277362
Dadra And Nagar Haveli And Daman And Diu,2021,3,Diu,66259,157454301.2533474
Dadra And Nagar Haveli And Daman And Diu,2021,3,Daman,1083689,1475259765.304812
Dadra And Nagar Haveli And Daman And Diu,2021,3,Dadra and Nagar Haveli,1979522,2673225036.233347
Dadra And Nagar Haveli And Daman And Diu,2021,4,Diu,88402,206127240.568724
Dadra And Nagar Haveli And Daman And Diu,2021,4,Daman,1417153,1895788566.3308911
Dadra And Nagar Haveli And Daman And Diu,2021,4,Dadra and Nagar Haveli,2651530,3463923579.431045
Dadra And Nagar Haveli And Daman And Diu,2022,1,Diu,94833,213403088.016084
Dadra And Nagar Haveli And Daman And Diu,2022,1,Daman,1629797,2068807150.1986501
Dadra And Nagar Haveli And Daman And Diu,2022,1,Dadra and Nagar Haveli,3078173,3954838129.0476546
Dadra And Nagar Haveli And Daman And Diu,2022,2,Diu,130835,288821560.51513773
Dadra And Nagar Haveli And Daman And Diu,2022,2,Daman,1923407,2321672075.29422
Dadra And Nagar Haveli And Daman And Diu,2022,2,Dadra and Nagar Haveli,3705529,4384666145.001484
Dadra And Nagar Haveli And Daman And Diu,2022,3,Diu,148559,279739481.9642375
Dadra And Nagar Haveli And Daman And Diu,2022,3,Daman,2317701,2638822275.269265
Dadra And Nagar Haveli And Daman And Diu,2022,3,Dadra and Nagar Haveli,3999361,4602085602.265934
Dadra And Nagar Haveli And Daman And Diu,2022,4,Diu,154870,296319509.67041874
Dadra And Nagar Haveli And Daman And Diu,2022,4,Daman,2344860,2629286286.284037
Dadra And Nagar Haveli And Daman And Diu,2022,4,Dadra and Nagar Haveli,4689855,5134034950.126673
Dadra And Nagar Haveli And Daman And Diu,2023,1,Diu,239195,426544983.99999994
Dadra And Nagar Haveli And Daman And Diu,2023,1,Daman,3864652,4064735362.0000005
Dadra And Nagar Haveli And Daman And Diu,2023,1,Dadra and Nagar Haveli,7700138,8122810854.000001
Dadra And Nagar Haveli And Daman And Diu,2023,2,Diu,277405,511140210.0
Dadra And Nagar Haveli And Daman And Diu,2023,2,Daman,4408947,4407940658.0
Dadra And Nagar Haveli And Daman And Diu,2023,2,Dadra and Nagar Haveli,8670763,8831457320.0
Dadra And Nagar Haveli And Daman And Diu,2023,3,Diu,283918,495019987.99999994
Dadra And Nagar Haveli And Daman And Diu,2023,3,Daman,5114536,4764484942.0
Dadra And Nagar Haveli And Daman And Diu,2023,3,Dadra and Nagar Haveli,9971874,9836561533.0
Dadra And Nagar Haveli And Daman And Diu,2023,4,Diu,359283,577621411.0
Dadra And Nagar Haveli And Daman And Diu,2023,4,Daman,6098731,5634486680.0
Dadra And Nagar Haveli And Daman And Diu,2023,4,Dadra and Nagar Haveli,11844359,11345951876.0
Dadra And Nagar Haveli And Daman And Diu,2024,1,Diu,369770,557653496.0
Dadra And Nagar Haveli And Daman And Diu,2024,1,Daman,7109711,6342510012.0
Dadra And Nagar Haveli And Daman And Diu,2024,1,Dadra and Nagar Haveli,13635528,12619032817.0
Delhi,2018,1,South,334361,597143870.4750924
Delhi,2018,1,Central,2997714,4312145216.274474
Delhi,2018,1,New Delhi,883737,1478916789.169149
Delhi,2018,1,West,545129,966855137.026748
Delhi,2018,1,South West,318199,555900155.5283471
Delhi,2018,1,South East Delhi,562694,929543692.8225485
Delhi,2018,1,Shahdara,193886,326458215.3839487
Delhi,2018,1,North East,180160,261468886.5374215
Delhi,2018,1,East,357904,594248348.3839921
Delhi,2018,1,North West,387431,614242861.0675646
Delhi,2018,1,North,361539,574580634.2506722
Delhi,2018,2,South,513003,979271408.8449215
Delhi,2018,2,Central,3589206,6223466821.0926285
Delhi,2018,2,New Delhi,1177251,2387389846.744344
Delhi,2018,2,West,785457,1588935316.1264238
Delhi,2018,2,South West,440508,903268239.0851494
Delhi,2018,2,South East Delhi,767547,1466216713.987477
Delhi,2018,2,Shahdara,272663,533105673.5945449
Delhi,2018,2,North East,230049,421841650.2845914
Delhi,2018,2,East,504193,925784169.7499558
Delhi,2018,2,North West,575888,1041767876.962026
Delhi,2018,2,North,517958,975252185.7330842
Delhi,2018,3,South,1009436,1501908121.057089
Delhi,2018,3,Central,8165361,10515884583.42652
Delhi,2018,3,New Delhi,2022950,3481996395.7022557
Delhi,2018,3,West,1402787,2408205061.402441
Delhi,2018,3,South West,789269,1374843119.507245
Delhi,2018,3,South East Delhi,1321135,2190894940.9217963
Delhi,2018,3,Shahdara,481819,805520386.5670928
Delhi,2018,3,North East,336347,629247316.0822874
Delhi,2018,3,East,990369,1384933230.247872
Delhi,2018,3,North West,1071877,1611349650.512775
Delhi,2018,3,North,955698,1471064055.191176
Delhi,2018,4,South,1769675,2243831444.013054
Delhi,2018,4,Central,9373395,13878492766.29038
Delhi,2018,4,New Delhi,3230268,5091082007.824482
Delhi,2018,4,West,2678986,3650604507.633445
Delhi,2018,4,South West,1535302,2165326033.913863
Delhi,2018,4,South East Delhi,2675009,3473400560.128728
Delhi,2018,4,Shahdara,987533,1305320182.496128
Delhi,2018,4,North East,777795,1097772210.917731
Delhi,2018,4,East,2073615,2113753353.560874
Delhi,2018,4,North West,2221592,2514145474.5798984
Delhi,2018,4,North,1864549,2189129077.3478136
Delhi,2019,1,South,2571440,2944578121.894097
Delhi,2019,1,Central,12885975,16258175800.839312
Delhi,2019,1,New Delhi,10000765,13939472234.96883
Delhi,2019,1,West,3962949,5022146273.196945
Delhi,2019,1,South West,2287011,2903464344.436347
Delhi,2019,1,South East Delhi,4177871,4783209115.672518
Delhi,2019,1,Shahdara,1402956,1800644587.592266
Delhi,2019,1,North East,1085347,1482131304.95413
Delhi,2019,1,East,3074036,2994257491.193646
Delhi,2019,1,North West,3030848,3421611240.905769
Delhi,2019,1,North,2528129,2919441273.84336
Delhi,2019,2,South,2809313,3393506108.057045
Delhi,2019,2,Central,8821530,12827351677.98272
Delhi,2019,2,New Delhi,23313548,36146671717.91837
Delhi,2019,2,West,4273168,5964570040.981257
Delhi,2019,2,South West,2441752,3375124289.347537
Delhi,2019,2,South East Delhi,4093477,5354348696.201299
Delhi,2019,2,Shahdara,1439856,2125041674.9402778
Delhi,2019,2,North East,1142423,1754227759.344671
Delhi,2019,2,East,3157212,3432947910.8653464
Delhi,2019,2,North West,3032525,3903083209.051039
Delhi,2019,2,North,2646708,3429942978.938619
Delhi,2019,3,South,4067756,4543363283.628732
Delhi,2019,3,Central,10383905,15911065630.89438
Delhi,2019,3,New Delhi,24687138,43288057341.92169
Delhi,2019,3,West,5923192,8122173371.353605
Delhi,2019,3,South West,3392924,4564338750.415346
Delhi,2019,3,South East Delhi,5633818,7118731074.594847
Delhi,2019,3,Shahdara,1929681,2840221012.859852
Delhi,2019,3,North East,1625617,2351726102.348302
Delhi,2019,3,East,4260289,4563965029.464273
Delhi,2019,3,North West,4036365,5327025172.802138
Delhi,2019,3,North,3597191,4566145276.1737585
Delhi,2019,4,South,4672501,5360121273.421125
Delhi,2019,4,Central,13130548,21110784970.60204
Delhi,2019,4,New Delhi,29048107,54398427887.76767
Delhi,2019,4,West,6541869,9822841229.050653
Delhi,2019,4,South West,3796919,5538272503.100773
Delhi,2019,4,South East Delhi,6387755,8697135102.682936
Delhi,2019,4,Shahdara,2149197,3597910765.053079
Delhi,2019,4,North East,1871409,3047347200.361245
Delhi,2019,4,East,4787770,5518543582.019401
Delhi,2019,4,North West,4376687,6492920778.373013
Delhi,2019,4,North,3982235,5440162132.458693
Delhi,2020,1,South,4578729,5702232003.384875
Delhi,2020,1,Central,24757650,41219414205.0607
Delhi,2020,1,New Delhi,17899322,34941263526.20206
Delhi,2020,1,West,6627571,10519670848.511332
Delhi,2020,1,South West,3956004,6031191820.22498
Delhi,2020,1,South East Delhi,6523345,9238065831.407084
Delhi,2020,1,Shahdara,2148023,3847703306.254819
Delhi,2020,1,North East,1945559,3286317523.103354
Delhi,2020,1,East,4783041,5861493191.072474
Delhi,2020,1,North West,4394010,7009463341.814796
Delhi,2020,1,North,4134350,5959728045.553724
Delhi,2020,2,South,3631140,4698622938.32077
Delhi,2020,2,Central,17641823,30418597739.352703
Delhi,2020,2,New Delhi,13713658,27033383045.67708
Delhi,2020,2,West,5753319,8981471481.485285
Delhi,2020,2,South West,4193591,6168338438.737105
Delhi,2020,2,South East Delhi,5215263,7084670452.703099
Delhi,2020,2,Shahdara,1925218,3324156645.7863507
Delhi,2020,2,North East,2229412,3393429629.316452
Delhi,2020,2,East,4005780,5059627017.012638
Delhi,2020,2,North West,4270005,6452332763.460186
Delhi,2020,2,North,3462809,5258808051.479293
Delhi,2020,3,South,4564631,6503381595.242459
Delhi,2020,3,Central,32203761,61527717933.937614
Delhi,2020,3,New Delhi,17268250,34516772051.491745
Delhi,2020,3,West,8231034,14963814238.681541
Delhi,2020,3,South West,5547370,8927576871.08003
Delhi,2020,3,South East Delhi,7402382,11175362187.68473
Delhi,2020,3,Shahdara,2832449,5899818228.157591
Delhi,2020,3,North East,2910048,5488227059.169052
Delhi,2020,3,East,5054670,7198767026.72743
Delhi,2020,3,North West,5785656,10454717366.918308
Delhi,2020,3,North,4691610,8507808245.570089
Delhi,2020,4,South,6797385,9578135719.35494
Delhi,2020,4,Central,32194168,61575435521.28284
Delhi,2020,4,New Delhi,19719782,37020451053.1837
Delhi,2020,4,West,12092280,22395396964.83783
Delhi,2020,4,South West,7745403,12646111042.46673
Delhi,2020,4,South East Delhi,11414146,17130268130.31704
Delhi,2020,4,Shahdara,4208254,9392225302.240662
Delhi,2020,4,North East,4156966,8639858685.613665
Delhi,2020,4,East,7410660,10725439312.08269
Delhi,2020,4,North West,8026101,14953244692.58037
Delhi,2020,4,North,6775272,12208521800.583141
Delhi,2021,1,South,7428356,10208060134.03858
Delhi,2021,1,Central,54173342,90711721159.7766
Delhi,2021,1,New Delhi,31953482,53832767509.4362
Delhi,2021,1,West,12363374,23133622270.23956
Delhi,2021,1,South West,7721739,12780255587.510342
Delhi,2021,1,South East Delhi,12287216,18449868327.686382
Delhi,2021,1,Shahdara,4235592,9595155648.306192
Delhi,2021,1,North East,4096987,8600371051.924284
Delhi,2021,1,East,7874737,11290580992.02735
Delhi,2021,1,North West,8024587,15349170514.54197
Delhi,2021,1,North,7199592,12976771848.00522
Delhi,2021,2,South,7346726,9956087387.089848
Delhi,2021,2,Central,62131856,100895875737.76091
Delhi,2021,2,New Delhi,36788618,60387138441.32027
Delhi,2021,2,West,12217454,22460950400.131573
Delhi,2021,2,South West,8208259,13456640547.36372
Delhi,2021,2,South East Delhi,11519378,17106146861.93306
Delhi,2021,2,Shahdara,4234013,9073393321.040276
Delhi,2021,2,North East,4567057,9118331386.987755
Delhi,2021,2,East,7486985,10978698462.135319
Delhi,2021,2,North West,8373397,15462806103.953072
Delhi,2021,2,North,7283521,13045029034.825651
Delhi,2021,3,South,10381321,13789719686.570162
Delhi,2021,3,Central,88849847,137311394953.58371
Delhi,2021,3,New Delhi,50089446,77874603330.18225
Delhi,2021,3,West,17186832,31879892281.09146
Delhi,2021,3,South West,10691277,17385987188.96021
Delhi,2021,3,South East Delhi,17254936,25283744433.536663
Delhi,2021,3,Shahdara,6108459,13750322170.23026
Delhi,2021,3,North East,5995497,12299024401.94489
Delhi,2021,3,East,10407086,14944795668.028801
Delhi,2021,3,North West,11436200,21133053482.335484
Delhi,2021,3,North,10359707,18205778951.817303
Delhi,2021,4,South,12510023,16942839763.775911
Delhi,2021,4,Central,111134916,177625511230.0429
Delhi,2021,4,New Delhi,61634107,99244375372.27342
Delhi,2021,4,West,20430656,39890704519.6619
Delhi,2021,4,South West,12404698,21054166955.72488
Delhi,2021,4,South East Delhi,21366628,32122243404.91709
Delhi,2021,4,Shahdara,7518346,17929102853.313454
Delhi,2021,4,North East,7502147,16623188284.11645
Delhi,2021,4,East,12092666,18447833006.75788
Delhi,2021,4,North West,13585992,26091698381.40572
Delhi,2021,4,North,12503180,22723650290.40137
Delhi,2022,1,South,13519253,17982839888.570362
Delhi,2022,1,Central,128309915,198072597274.58798
Delhi,2022,1,New Delhi,71006225,110657872546.4023
Delhi,2022,1,West,22748647,43283043830.88957
Delhi,2022,1,South West,13659485,22636957994.996162
Delhi,2022,1,South East Delhi,23146633,34276252396.92598
Delhi,2022,1,Shahdara,8243067,19161154403.81197
Delhi,2022,1,North East,8357217,17814230282.34529
Delhi,2022,1,East,13032988,19771730745.94047
Delhi,2022,1,North West,14899833,28208907241.06583
Delhi,2022,1,North,14076598,25099334230.752743
Delhi,2022,2,South,17358990,21493188986.975033
Delhi,2022,2,Central,159034619,232911858055.08472
Delhi,2022,2,New Delhi,87939392,129418048270.152
Delhi,2022,2,West,28008086,50563146986.31325
Delhi,2022,2,South West,16899542,26515960445.852062
Delhi,2022,2,South East Delhi,29302567,40564903164.26465
Delhi,2022,2,Shahdara,10060246,22195136725.333412
Delhi,2022,2,North East,9992930,20477358374.155
Delhi,2022,2,East,16485686,23141432019.97847
Delhi,2022,2,North West,18057230,33092543802.04011
Delhi,2022,2,North,17494896,29482073628.067883
Delhi,2022,3,South,18234782,21732528705.79097
Delhi,2022,3,Central,243139962,327191972497.8669
Delhi,2022,3,New Delhi,58178476,76558260276.67705
Delhi,2022,3,West,30595250,52638495087.74995
Delhi,2022,3,South West,17276601,26324661266.563183
Delhi,2022,3,South East Delhi,30215862,40627500625.40153
Delhi,2022,3,Shahdara,10220528,21361296110.51061
Delhi,2022,3,North East,10077560,19808599331.163063
Delhi,2022,3,East,21104584,28881717613.54966
Delhi,2022,3,North West,18316480,32675014921.771603
Delhi,2022,3,North,18232076,29812600679.07141
Delhi,2022,4,South,19537728,23391855096.187523
Delhi,2022,4,Central,280960656,386107883617.5307
Delhi,2022,4,New Delhi,45094468,58157025088.38429
Delhi,2022,4,West,32293188,56453476563.18217
Delhi,2022,4,South West,18499176,28102930810.327362
Delhi,2022,4,South East Delhi,33116019,44231426531.24901
Delhi,2022,4,Shahdara,11420073,24438534174.92784
Delhi,2022,4,North East,11345971,23377796053.16697
Delhi,2022,4,East,23683133,33122093387.044388
Delhi,2022,4,North West,19859098,35599171826.28781
Delhi,2022,4,North,19393947,31932822870.2881
Delhi,2023,1,South,32534127,37497668457.0
Delhi,2023,1,Central,49681285,81500812610.0
Delhi,2023,1,New Delhi,48280973,58799219994.00001
Delhi,2023,1,West,53494049,88637227473.0
Delhi,2023,1,South West,31119622,45110662539.0
Delhi,2023,1,South East Delhi,56901581,72188090661.0
Delhi,2023,1,Shahdara,19779351,39855441084.0
Delhi,2023,1,North East,19619286,37314879022.0
Delhi,2023,1,East,30263080,39834690348.0
Delhi,2023,1,North West,34149097,57664399597.99999
Delhi,2023,1,North,33930652,53000017793.99999
Delhi,2023,2,South,38797761,41499044092.0
Delhi,2023,2,Central,57622069,86092311109.0
Delhi,2023,2,New Delhi,57173491,64569798729.0
Delhi,2023,2,West,62944946,95782240128.0
Delhi,2023,2,South West,36917006,49688361980.0
