State,Year,Quarter,District,Registered_users
Haryana,2022,3,Gurugram,3251792
Haryana,2022,3,Faridabad,1837594
Haryana,2022,3,Hisar,766206
Haryana,2022,3,Sonipat,697349
Haryana,2022,3,Rewari,663418
Haryana,2022,3,Panipat,618937
Haryana,2022,3,Karnal,584928
Haryana,2022,3,Jhajjar,497580
Haryana,2022,3,Palwal,492837
Haryana,2022,3,Rohtak,481082
Haryana,2022,4,Gurugram,3416098
Haryana,2022,4,Faridabad,1930743
Haryana,2022,4,Hisar,801156
Haryana,2022,4,Sonipat,731324
Haryana,2022,4,Rewari,696113
Haryana,2022,4,Panipat,649292
Haryana,2022,4,Karnal,611868
Haryana,2022,4,Jhajjar,521692
Haryana,2022,4,Palwal,516553
Haryana,2022,4,Rohtak,504058
Haryana,2023,1,Gurugram,3572322
Haryana,2023,1,Faridabad,2018956
Haryana,2023,1,Hisar,846309
Haryana,2023,1,Sonipat,764865
Haryana,2023,1,Rewari,728428
Haryana,2023,1,Panipat,679052
Haryana,2023,1,Karnal,638547
Haryana,2023,1,Jhajjar,545862
Haryana,2023,1,Palwal,540064
Haryana,2023,1,Rohtak,527046
Haryana,2023,2,Gurugram,3707352
Haryana,2023,2,Faridabad,2097648
Haryana,2023,2,Hisar,879031
Haryana,2023,2,Sonipat,796213
Haryana,2023,2,Rewari,757958
Haryana,2023,2,Panipat,706703
Haryana,2023,2,Karnal,664313
Haryana,2023,2,Jhajjar,568479
Haryana,2023,2,Palwal,562608
Haryana,2023,2,Rohtak,547825
Haryana,2023,3,Gurugram,3846607
Haryana,2023,3,Faridabad,2177737
Haryana,2023,3,Hisar,913340
Haryana,2023,3,Sonipat,828230
Haryana,2023,3,Rewari,788131
Haryana,2023,3,Panipat,735266
Haryana,2023,3,Karnal,690422
Haryana,2023,3,Jhajjar,591881
Haryana,2023,3,Palwal,585232
Haryana,2023,3,Rohtak,570001
Haryana,2023,4,Gurugram,3980597
Haryana,2023,4,Faridabad,2254787
Haryana,2023,4,Hisar,945044
Haryana,2023,4,Sonipat,857752
Haryana,2023,4,Rewari,817197
Haryana,2023,4,Panipat,761069
Haryana,2023,4,Karnal,714314
Haryana,2023,4,Jhajjar,613796
Haryana,2023,4,Palwal,606281
Haryana,2023,4,Rohtak,589438
Haryana,2024,1,Gurugram,4134124
Haryana,2024,1,Faridabad,2342026
Haryana,2024,1,Hisar,981843
Haryana,2024,1,Sonipat,892110
Haryana,2024,1,Rewari,850468
Haryana,2024,1,Panipat,791258
Haryana,2024,1,Karnal,741880
Haryana,2024,1,Jhajjar,638613
Haryana,2024,1,Palwal,630556
Haryana,2024,1,Rohtak,612619
Himachal Pradesh,2018,1,Solan,50035
Himachal Pradesh,2018,1,Kangra,39016
Himachal Pradesh,2018,1,Shimla,28214
Himachal Pradesh,2018,1,Mandi,26238
Himachal Pradesh,2018,1,Sirmaur,15880
Himachal Pradesh,2018,1,Hamirpur,15614
Himachal Pradesh,2018,1,Kullu,15318
Himachal Pradesh,2018,1,Una,13234
Himachal Pradesh,2018,1,Bilaspur,11975
Himachal Pradesh,2018,1,Chamba,8678
Himachal Pradesh,2018,2,Solan,68950
Himachal Pradesh,2018,2,Kangra,54828
Himachal Pradesh,2018,2,Shimla,38590
Himachal Pradesh,2018,2,Mandi,36126
Himachal Pradesh,2018,2,Sirmaur,22379
Himachal Pradesh,2018,2,Hamirpur,21374
Himachal Pradesh,2018,2,Kullu,21077
Himachal Pradesh,2018,2,Una,18691
Himachal Pradesh,2018,2,Bilaspur,16531
Himachal Pradesh,2018,2,Chamba,12259
Himachal Pradesh,2018,3,Solan,88724
Himachal Pradesh,2018,3,Kangra,71494
Himachal Pradesh,2018,3,Shimla,49820
Himachal Pradesh,2018,3,Mandi,45876
Himachal Pradesh,2018,3,Sirmaur,28959
Himachal Pradesh,2018,3,Hamirpur,27915
Himachal Pradesh,2018,3,Kullu,26840
Himachal Pradesh,2018,3,Una,24952
Himachal Pradesh,2018,3,Bilaspur,21030
Himachal Pradesh,2018,3,Chamba,16157
Himachal Pradesh,2018,4,Solan,113278
Himachal Pradesh,2018,4,Kangra,92887
Himachal Pradesh,2018,4,Shimla,64640
Himachal Pradesh,2018,4,Mandi,58526
Himachal Pradesh,2018,4,Sirmaur,38194
Himachal Pradesh,2018,4,Hamirpur,35979
Himachal Pradesh,2018,4,Kullu,34719
Himachal Pradesh,2018,4,Una,32451
Himachal Pradesh,2018,4,Bilaspur,26517
Himachal Pradesh,2018,4,Chamba,21538
Himachal Pradesh,2019,1,Solan,139300
Himachal Pradesh,2019,1,Kangra,115120
Himachal Pradesh,2019,1,Shimla,80651
Himachal Pradesh,2019,1,Mandi,72963
Himachal Pradesh,2019,1,Sirmaur,47638
Himachal Pradesh,2019,1,Hamirpur,44206
Himachal Pradesh,2019,1,Kullu,43436
Himachal Pradesh,2019,1,Una,40315
Himachal Pradesh,2019,1,Bilaspur,32537
Himachal Pradesh,2019,1,Chamba,27481
Himachal Pradesh,2019,2,Solan,159989
Himachal Pradesh,2019,2,Kangra,139517
Himachal Pradesh,2019,2,Shimla,96928
Himachal Pradesh,2019,2,Mandi,86701
Himachal Pradesh,2019,2,Sirmaur,55409
Himachal Pradesh,2019,2,Kullu,51977
Himachal Pradesh,2019,2,Hamirpur,51669
Himachal Pradesh,2019,2,Una,47644
Himachal Pradesh,2019,2,Bilaspur,38131
Himachal Pradesh,2019,2,Chamba,33377
Himachal Pradesh,2019,3,Solan,178922
Himachal Pradesh,2019,3,Kangra,160161
Himachal Pradesh,2019,3,Shimla,110575
Himachal Pradesh,2019,3,Mandi,98589
Himachal Pradesh,2019,3,Sirmaur,62048
Himachal Pradesh,2019,3,Kullu,59192
Himachal Pradesh,2019,3,Hamirpur,58950
Himachal Pradesh,2019,3,Una,54164
Himachal Pradesh,2019,3,Bilaspur,43115
Himachal Pradesh,2019,3,Chamba,37974
Himachal Pradesh,2019,4,Solan,198962
Himachal Pradesh,2019,4,Kangra,181133
Himachal Pradesh,2019,4,Shimla,124960
Himachal Pradesh,2019,4,Mandi,111017
Himachal Pradesh,2019,4,Sirmaur,69583
Himachal Pradesh,2019,4,Kullu,66640
Himachal Pradesh,2019,4,Hamirpur,66179
Himachal Pradesh,2019,4,Una,61055
Himachal Pradesh,2019,4,Bilaspur,48453
Himachal Pradesh,2019,4,Chamba,43715
Himachal Pradesh,2020,1,Solan,220293
Himachal Pradesh,2020,1,Kangra,205367
Himachal Pradesh,2020,1,Shimla,139890
Himachal Pradesh,2020,1,Mandi,124971
Himachal Pradesh,2020,1,Sirmaur,77972
Himachal Pradesh,2020,1,Kullu,74668
Himachal Pradesh,2020,1,Hamirpur,73945
Himachal Pradesh,2020,1,Una,68564
Himachal Pradesh,2020,1,Bilaspur,54024
Himachal Pradesh,2020,1,Chamba,50169
Himachal Pradesh,2020,2,Solan,243732
Himachal Pradesh,2020,2,Kangra,235773
Himachal Pradesh,2020,2,Shimla,156539
Himachal Pradesh,2020,2,Mandi,142668
Himachal Pradesh,2020,2,Sirmaur,88117
Himachal Pradesh,2020,2,Hamirpur,84216
Himachal Pradesh,2020,2,Kullu,82616
Himachal Pradesh,2020,2,Una,78363
Himachal Pradesh,2020,2,Bilaspur,61050
Himachal Pradesh,2020,2,Chamba,58362
Himachal Pradesh,2020,3,Solan,265701
Himachal Pradesh,2020,3,Kangra,261293
Himachal Pradesh,2020,3,Shimla,172418
Himachal Pradesh,2020,3,Mandi,158237
Himachal Pradesh,2020,3,Sirmaur,97464
Himachal Pradesh,2020,3,Hamirpur,93465
Himachal Pradesh,2020,3,Kullu,90699
Himachal Pradesh,2020,3,Una,86177
Himachal Pradesh,2020,3,Bilaspur,67233
Himachal Pradesh,2020,3,Chamba,65214
Himachal Pradesh,2020,4,Solan,289889
Himachal Pradesh,2020,4,Kangra,285210
Himachal Pradesh,2020,4,Shimla,189005
Himachal Pradesh,2020,4,Mandi,173403
Himachal Pradesh,2020,4,Sirmaur,107144
Himachal Pradesh,2020,4,Hamirpur,101825
Himachal Pradesh,2020,4,Kullu,99814
Himachal Pradesh,2020,4,Una,93778
Himachal Pradesh,2020,4,Bilaspur,73296
Himachal Pradesh,2020,4,Chamba,72124
Himachal Pradesh,2021,1,Solan,312360
Himachal Pradesh,2021,1,Kangra,306531
Himachal Pradesh,2021,1,Shimla,202911
Himachal Pradesh,2021,1,Mandi,186340
Himachal Pradesh,2021,1,Sirmaur,115705
Himachal Pradesh,2021,1,Hamirpur,109372
Himachal Pradesh,2021,1,Kullu,107536
Himachal Pradesh,2021,1,Una,100832
Himachal Pradesh,2021,1,Bilaspur,78663
Himachal Pradesh,2021,1,Chamba,77599
Himachal Pradesh,2021,2,Solan,334716
Himachal Pradesh,2021,2,Kangra,329232
Himachal Pradesh,2021,2,Shimla,218068
Himachal Pradesh,2021,2,Mandi,200277
Himachal Pradesh,2021,2,Sirmaur,124764
Himachal Pradesh,2021,2,Hamirpur,117381
Himachal Pradesh,2021,2,Kullu,115278
Himachal Pradesh,2021,2,Una,108338
Himachal Pradesh,2021,2,Bilaspur,84508
Himachal Pradesh,2021,2,Chamba,83542
Himachal Pradesh,2021,3,Solan,360324
Himachal Pradesh,2021,3,Kangra,355274
Himachal Pradesh,2021,3,Shimla,235163
Himachal Pradesh,2021,3,Mandi,216188
Himachal Pradesh,2021,3,Sirmaur,134870
Himachal Pradesh,2021,3,Hamirpur,126753
Himachal Pradesh,2021,3,Kullu,124078
Himachal Pradesh,2021,3,Una,116973
Himachal Pradesh,2021,3,Bilaspur,91291
Himachal Pradesh,2021,3,Chamba,90344
Himachal Pradesh,2021,4,Solan,385901
Himachal Pradesh,2021,4,Kangra,380492
Himachal Pradesh,2021,4,Shimla,251745
Himachal Pradesh,2021,4,Mandi,231360
Himachal Pradesh,2021,4,Sirmaur,144716
Himachal Pradesh,2021,4,Hamirpur,135670
Himachal Pradesh,2021,4,Kullu,132702
Himachal Pradesh,2021,4,Una,125192
Himachal Pradesh,2021,4,Bilaspur,97687
Himachal Pradesh,2021,4,Chamba,96745
Himachal Pradesh,2022,1,Solan,410487
Himachal Pradesh,2022,1,Kangra,405048
Himachal Pradesh,2022,1,Shimla,267642
Himachal Pradesh,2022,1,Mandi,246307
Himachal Pradesh,2022,1,Sirmaur,154267
Himachal Pradesh,2022,1,Hamirpur,144434
Himachal Pradesh,2022,1,Kullu,141024
Himachal Pradesh,2022,1,Una,133249
Himachal Pradesh,2022,1,Bilaspur,104121
Himachal Pradesh,2022,1,Chamba,103270
Himachal Pradesh,2022,2,Solan,433753
Himachal Pradesh,2022,2,Kangra,427676
Himachal Pradesh,2022,2,Shimla,282560
Himachal Pradesh,2022,2,Mandi,260233
Himachal Pradesh,2022,2,Sirmaur,163150
Himachal Pradesh,2022,2,Hamirpur,152759
Himachal Pradesh,2022,2,Kullu,148844
Himachal Pradesh,2022,2,Una,140791
Himachal Pradesh,2022,2,Bilaspur,110019
Himachal Pradesh,2022,2,Chamba,109087
Himachal Pradesh,2022,3,Solan,457393
Himachal Pradesh,2022,3,Kangra,449619
Himachal Pradesh,2022,3,Shimla,296508
Himachal Pradesh,2022,3,Mandi,273475
Himachal Pradesh,2022,3,Sirmaur,171743
Himachal Pradesh,2022,3,Hamirpur,160759
Himachal Pradesh,2022,3,Kullu,156387
Himachal Pradesh,2022,3,Una,148148
Himachal Pradesh,2022,3,Bilaspur,115654
Himachal Pradesh,2022,3,Chamba,114576
Himachal Pradesh,2022,4,Solan,479537
Himachal Pradesh,2022,4,Kangra,468410
Himachal Pradesh,2022,4,Shimla,308448
Himachal Pradesh,2022,4,Mandi,284425
Himachal Pradesh,2022,4,Sirmaur,179223
Himachal Pradesh,2022,4,Hamirpur,167686
Himachal Pradesh,2022,4,Kullu,162922
Himachal Pradesh,2022,4,Una,154314
Himachal Pradesh,2022,4,Bilaspur,120345
Himachal Pradesh,2022,4,Chamba,118985
Himachal Pradesh,2023,1,Solan,501947
Himachal Pradesh,2023,1,Kangra,489369
Himachal Pradesh,2023,1,Shimla,322036
Himachal Pradesh,2023,1,Mandi,296936
Himachal Pradesh,2023,1,Sirmaur,187417
Himachal Pradesh,2023,1,Hamirpur,175074
Himachal Pradesh,2023,1,Kullu,170048
Himachal Pradesh,2023,1,Una,161122
Himachal Pradesh,2023,1,Bilaspur,125771
Himachal Pradesh,2023,1,Chamba,124457
Himachal Pradesh,2023,2,Solan,523060
Himachal Pradesh,2023,2,Kangra,510261
Himachal Pradesh,2023,2,Shimla,335735
Himachal Pradesh,2023,2,Mandi,310048
Himachal Pradesh,2023,2,Sirmaur,195687
Himachal Pradesh,2023,2,Hamirpur,182553
Himachal Pradesh,2023,2,Kullu,177077
Himachal Pradesh,2023,2,Una,168253
Himachal Pradesh,2023,2,Bilaspur,131239
Himachal Pradesh,2023,2,Chamba,130138
Himachal Pradesh,2023,3,Solan,544140
Himachal Pradesh,2023,3,Kangra,530786
Himachal Pradesh,2023,3,Shimla,348966
Himachal Pradesh,2023,3,Mandi,322502
Himachal Pradesh,2023,3,Sirmaur,203991
Himachal Pradesh,2023,3,Hamirpur,189913
Himachal Pradesh,2023,3,Kullu,184280
Himachal Pradesh,2023,3,Una,175125
Himachal Pradesh,2023,3,Bilaspur,136648
Himachal Pradesh,2023,3,Chamba,135482
Himachal Pradesh,2023,4,Solan,565485
Himachal Pradesh,2023,4,Kangra,551176
Himachal Pradesh,2023,4,Shimla,362109
Himachal Pradesh,2023,4,Mandi,335088
Himachal Pradesh,2023,4,Sirmaur,212088
Himachal Pradesh,2023,4,Hamirpur,197499
Himachal Pradesh,2023,4,Kullu,191029
Himachal Pradesh,2023,4,Una,181977
Himachal Pradesh,2023,4,Bilaspur,141779
Himachal Pradesh,2023,4,Chamba,140790
Himachal Pradesh,2024,1,Solan,589300
Himachal Pradesh,2024,1,Kangra,574721
Himachal Pradesh,2024,1,Shimla,377256
Himachal Pradesh,2024,1,Mandi,349578
Himachal Pradesh,2024,1,Sirmaur,221437
Himachal Pradesh,2024,1,Hamirpur,205849
Himachal Pradesh,2024,1,Kullu,199263
Himachal Pradesh,2024,1,Una,189642
Himachal Pradesh,2024,1,Bilaspur,147931
Himachal Pradesh,2024,1,Chamba,147121
Jammu And Kashmir,2018,1,Jammu,45294
Jammu And Kashmir,2018,1,Srinagar,18233
Jammu And Kashmir,2018,1,Baramulla,16299
Jammu And Kashmir,2018,1,Budgam,11594
Jammu And Kashmir,2018,1,Anantnag,11556
Jammu And Kashmir,2018,1,Udhampur,8457
Jammu And Kashmir,2018,1,Pulwama,8441
Jammu And Kashmir,2018,1,Kathua,8039
Jammu And Kashmir,2018,1,Kupwara,7254
Jammu And Kashmir,2018,1,Samba,6534
Jammu And Kashmir,2018,2,Jammu,64681
Jammu And Kashmir,2018,2,Srinagar,27035
Jammu And Kashmir,2018,2,Baramulla,25870
Jammu And Kashmir,2018,2,Budgam,17809
Jammu And Kashmir,2018,2,Anantnag,16373
Jammu And Kashmir,2018,2,Pulwama,12218
Jammu And Kashmir,2018,2,Udhampur,12195
Jammu And Kashmir,2018,2,Kathua,11778
Jammu And Kashmir,2018,2,Kupwara,11482
Jammu And Kashmir,2018,2,Samba,9601
Jammu And Kashmir,2018,3,Jammu,86877
Jammu And Kashmir,2018,3,Srinagar,35583
Jammu And Kashmir,2018,3,Baramulla,31069
Jammu And Kashmir,2018,3,Budgam,22301
Jammu And Kashmir,2018,3,Anantnag,20234
Jammu And Kashmir,2018,3,Udhampur,16058
Jammu And Kashmir,2018,3,Kathua,15849
Jammu And Kashmir,2018,3,Kupwara,15754
Jammu And Kashmir,2018,3,Pulwama,15427
Jammu And Kashmir,2018,3,Samba,13304
Jammu And Kashmir,2018,4,Jammu,113005
Jammu And Kashmir,2018,4,Srinagar,44328
Jammu And Kashmir,2018,4,Baramulla,37661
Jammu And Kashmir,2018,4,Budgam,27710
Jammu And Kashmir,2018,4,Anantnag,24448
Jammu And Kashmir,2018,4,Udhampur,21123
Jammu And Kashmir,2018,4,Kathua,21030
Jammu And Kashmir,2018,4,Kupwara,20492
Jammu And Kashmir,2018,4,Pulwama,18846
Jammu And Kashmir,2018,4,Samba,17595
Jammu And Kashmir,2019,1,Jammu,134408
Jammu And Kashmir,2019,1,Srinagar,52762
Jammu And Kashmir,2019,1,Baramulla,45150
Jammu And Kashmir,2019,1,Budgam,34255
Jammu And Kashmir,2019,1,Anantnag,30103
Jammu And Kashmir,2019,1,Kathua,25620
Jammu And Kashmir,2019,1,Kupwara,25544
Jammu And Kashmir,2019,1,Udhampur,25515
Jammu And Kashmir,2019,1,Pulwama,23230
Jammu And Kashmir,2019,1,Samba,21495
Jammu And Kashmir,2019,2,Jammu,160241
Jammu And Kashmir,2019,2,Srinagar,62190
Jammu And Kashmir,2019,2,Baramulla,53196
Jammu And Kashmir,2019,2,Budgam,39965
Jammu And Kashmir,2019,2,Anantnag,35488
Jammu And Kashmir,2019,2,Kupwara,30791
Jammu And Kashmir,2019,2,Kathua,30602
Jammu And Kashmir,2019,2,Udhampur,29856
Jammu And Kashmir,2019,2,Pulwama,27167
Jammu And Kashmir,2019,2,Samba,25990
Jammu And Kashmir,2019,3,Jammu,169849
Jammu And Kashmir,2019,3,Srinagar,64758
Jammu And Kashmir,2019,3,Baramulla,54404
Jammu And Kashmir,2019,3,Budgam,41004
Jammu And Kashmir,2019,3,Anantnag,36371
Jammu And Kashmir,2019,3,Kupwara,32431
Jammu And Kashmir,2019,3,Kathua,32213
Jammu And Kashmir,2019,3,Udhampur,31297
Jammu And Kashmir,2019,3,Pulwama,27963
Jammu And Kashmir,2019,3,Samba,27579
Jammu And Kashmir,2019,4,Jammu,174858
Jammu And Kashmir,2019,4,Srinagar,65611
Jammu And Kashmir,2019,4,Baramulla,55042
Jammu And Kashmir,2019,4,Budgam,41377
Jammu And Kashmir,2019,4,Anantnag,36725
Jammu And Kashmir,2019,4,Kathua,33481
Jammu And Kashmir,2019,4,Kupwara,33279
Jammu And Kashmir,2019,4,Udhampur,32252
Jammu And Kashmir,2019,4,Pulwama,28336
Jammu And Kashmir,2019,4,Samba,28333
Jammu And Kashmir,2020,1,Jammu,191031
Jammu And Kashmir,2020,1,Srinagar,70755
Jammu And Kashmir,2020,1,Baramulla,59123
Jammu And Kashmir,2020,1,Budgam,44636
Jammu And Kashmir,2020,1,Anantnag,39513
Jammu And Kashmir,2020,1,Kathua,37300
Jammu And Kashmir,2020,1,Kupwara,36690
Jammu And Kashmir,2020,1,Udhampur,35408
Jammu And Kashmir,2020,1,Samba,31570
Jammu And Kashmir,2020,1,Pulwama,30796
Jammu And Kashmir,2020,2,Jammu,220805
Jammu And Kashmir,2020,2,Srinagar,78458
Jammu And Kashmir,2020,2,Baramulla,66095
Jammu And Kashmir,2020,2,Budgam,49962
Jammu And Kashmir,2020,2,Kathua,44719
Jammu And Kashmir,2020,2,Anantnag,44423
Jammu And Kashmir,2020,2,Kupwara,41855
Jammu And Kashmir,2020,2,Udhampur,41813
Jammu And Kashmir,2020,2,Samba,37600
Jammu And Kashmir,2020,2,Pulwama,34565
Jammu And Kashmir,2020,3,Jammu,248814
Jammu And Kashmir,2020,3,Srinagar,87182
Jammu And Kashmir,2020,3,Baramulla,73162
Jammu And Kashmir,2020,3,Budgam,55153
Jammu And Kashmir,2020,3,Kathua,50914
Jammu And Kashmir,2020,3,Anantnag,49443
Jammu And Kashmir,2020,3,Udhampur,47399
Jammu And Kashmir,2020,3,Kupwara,47288
Jammu And Kashmir,2020,3,Samba,42915
Jammu And Kashmir,2020,3,Pulwama,38434
Jammu And Kashmir,2020,4,Jammu,282463
Jammu And Kashmir,2020,4,Srinagar,98923
Jammu And Kashmir,2020,4,Baramulla,83119
Jammu And Kashmir,2020,4,Budgam,62364
Jammu And Kashmir,2020,4,Kathua,57651
Jammu And Kashmir,2020,4,Anantnag,56211
Jammu And Kashmir,2020,4,Kupwara,54447
Jammu And Kashmir,2020,4,Udhampur,53803
Jammu And Kashmir,2020,4,Samba,48775
Jammu And Kashmir,2020,4,Rajouri,43240
Jammu And Kashmir,2021,1,Jammu,307670
Jammu And Kashmir,2021,1,Srinagar,107147
Jammu And Kashmir,2021,1,Baramulla,90607
Jammu And Kashmir,2021,1,Budgam,67920
Jammu And Kashmir,2021,1,Kathua,62777
Jammu And Kashmir,2021,1,Anantnag,61151
Jammu And Kashmir,2021,1,Kupwara,59485
Jammu And Kashmir,2021,1,Udhampur,58664
Jammu And Kashmir,2021,1,Samba,53123
Jammu And Kashmir,2021,1,Rajouri,47092
Jammu And Kashmir,2021,2,Jammu,329625
Jammu And Kashmir,2021,2,Srinagar,114498
Jammu And Kashmir,2021,2,Baramulla,97258
Jammu And Kashmir,2021,2,Budgam,72750
Jammu And Kashmir,2021,2,Kathua,67569
Jammu And Kashmir,2021,2,Anantnag,65592
Jammu And Kashmir,2021,2,Kupwara,63957
Jammu And Kashmir,2021,2,Udhampur,63296
Jammu And Kashmir,2021,2,Samba,57066
Jammu And Kashmir,2021,2,Rajouri,50772
Jammu And Kashmir,2021,3,Jammu,354280
Jammu And Kashmir,2021,3,Srinagar,122752
Jammu And Kashmir,2021,3,Baramulla,104763
Jammu And Kashmir,2021,3,Budgam,78298
Jammu And Kashmir,2021,3,Kathua,73280
Jammu And Kashmir,2021,3,Anantnag,70633
Jammu And Kashmir,2021,3,Kupwara,69102
Jammu And Kashmir,2021,3,Udhampur,68452
Jammu And Kashmir,2021,3,Samba,61677
Jammu And Kashmir,2021,3,Rajouri,55013
Jammu And Kashmir,2021,4,Jammu,378618
Jammu And Kashmir,2021,4,Srinagar,130968
Jammu And Kashmir,2021,4,Baramulla,112175
Jammu And Kashmir,2021,4,Budgam,83726
Jammu And Kashmir,2021,4,Kathua,78693
Jammu And Kashmir,2021,4,Anantnag,75622
Jammu And Kashmir,2021,4,Kupwara,74136
Jammu And Kashmir,2021,4,Udhampur,73525
Jammu And Kashmir,2021,4,Samba,66057
Jammu And Kashmir,2021,4,Rajouri,59304
Jammu And Kashmir,2022,1,Jammu,401675
Jammu And Kashmir,2022,1,Srinagar,138727
Jammu And Kashmir,2022,1,Baramulla,119475
Jammu And Kashmir,2022,1,Budgam,88994
Jammu And Kashmir,2022,1,Kathua,83944
Jammu And Kashmir,2022,1,Anantnag,80434
Jammu And Kashmir,2022,1,Kupwara,78894
Jammu And Kashmir,2022,1,Udhampur,78353
Jammu And Kashmir,2022,1,Samba,70288
Jammu And Kashmir,2022,1,Rajouri,63232
Jammu And Kashmir,2022,2,Jammu,423398
Jammu And Kashmir,2022,2,Srinagar,146169
Jammu And Kashmir,2022,2,Baramulla,126067
Jammu And Kashmir,2022,2,Budgam,93893
Jammu And Kashmir,2022,2,Kathua,88764
Jammu And Kashmir,2022,2,Anantnag,84898
Jammu And Kashmir,2022,2,Kupwara,83470
Jammu And Kashmir,2022,2,Udhampur,82705
Jammu And Kashmir,2022,2,Samba,74186
Jammu And Kashmir,2022,2,Rajouri,66893
Jammu And Kashmir,2022,3,Jammu,445345
Jammu And Kashmir,2022,3,Srinagar,153729
Jammu And Kashmir,2022,3,Baramulla,132526
Jammu And Kashmir,2022,3,Budgam,98698
Jammu And Kashmir,2022,3,Kathua,93084
Jammu And Kashmir,2022,3,Anantnag,89184
Jammu And Kashmir,2022,3,Kupwara,87867
Jammu And Kashmir,2022,3,Udhampur,86915
Jammu And Kashmir,2022,3,Samba,78092
Jammu And Kashmir,2022,3,Rajouri,70231
Jammu And Kashmir,2022,4,Jammu,465635
Jammu And Kashmir,2022,4,Srinagar,160924
Jammu And Kashmir,2022,4,Baramulla,138215
Jammu And Kashmir,2022,4,Budgam,103056
Jammu And Kashmir,2022,4,Kathua,96688
Jammu And Kashmir,2022,4,Anantnag,93107
Jammu And Kashmir,2022,4,Kupwara,91691
Jammu And Kashmir,2022,4,Udhampur,90677
Jammu And Kashmir,2022,4,Samba,81447
Jammu And Kashmir,2022,4,Rajouri,72921
Jammu And Kashmir,2023,1,Jammu,485903
Jammu And Kashmir,2023,1,Srinagar,167765
Jammu And Kashmir,2023,1,Baramulla,144514
Jammu And Kashmir,2023,1,Budgam,107555
Jammu And Kashmir,2023,1,Kathua,100962
Jammu And Kashmir,2023,1,Anantnag,97227
Jammu And Kashmir,2023,1,Kupwara,95832
Jammu And Kashmir,2023,1,Udhampur,94792
Jammu And Kashmir,2023,1,Samba,85114
Jammu And Kashmir,2023,1,Rajouri,76256
Jammu And Kashmir,2023,2,Jammu,504935
Jammu And Kashmir,2023,2,Srinagar,174167
Jammu And Kashmir,2023,2,Baramulla,150753
Jammu And Kashmir,2023,2,Budgam,112096
Jammu And Kashmir,2023,2,Kathua,105650
Jammu And Kashmir,2023,2,Anantnag,101512
Jammu And Kashmir,2023,2,Kupwara,100220
Jammu And Kashmir,2023,2,Udhampur,98918
Jammu And Kashmir,2023,2,Samba,88654
Jammu And Kashmir,2023,2,Rajouri,79836
Jammu And Kashmir,2023,3,Jammu,524726
Jammu And Kashmir,2023,3,Srinagar,180872
Jammu And Kashmir,2023,3,Baramulla,156673
Jammu And Kashmir,2023,3,Budgam,116523
Jammu And Kashmir,2023,3,Kathua,110005
Jammu And Kashmir,2023,3,Anantnag,105459
Jammu And Kashmir,2023,3,Kupwara,104220
Jammu And Kashmir,2023,3,Udhampur,103054
Jammu And Kashmir,2023,3,Samba,92315
Jammu And Kashmir,2023,3,Rajouri,83335
Jammu And Kashmir,2023,4,Jammu,542942
Jammu And Kashmir,2023,4,Srinagar,187378
Jammu And Kashmir,2023,4,Baramulla,162749
Jammu And Kashmir,2023,4,Budgam,121095
Jammu And Kashmir,2023,4,Kathua,114338
Jammu And Kashmir,2023,4,Anantnag,109642
Jammu And Kashmir,2023,4,Kupwara,108196
Jammu And Kashmir,2023,4,Udhampur,106838
Jammu And Kashmir,2023,4,Samba,95819
Jammu And Kashmir,2023,4,Rajouri,86618
Jammu And Kashmir,2024,1,Jammu,563905
Jammu And Kashmir,2024,1,Srinagar,194780
Jammu And Kashmir,2024,1,Baramulla,169476
Jammu And Kashmir,2024,1,Budgam,126146
Jammu And Kashmir,2024,1,Kathua,119369
Jammu And Kashmir,2024,1,Anantnag,114215
Jammu And Kashmir,2024,1,Kupwara,112748
Jammu And Kashmir,2024,1,Udhampur,111438
Jammu And Kashmir,2024,1,Samba,99768
Jammu And Kashmir,2024,1,Rajouri,90494
Jharkhand,2018,1,Ranchi,159444
Jharkhand,2018,1,Dhanbad,130195
Jharkhand,2018,1,East Singhbhum,103016
Jharkhand,2018,1,Bokaro,101673
Jharkhand,2018,1,Hazaribagh,56421
Jharkhand,2018,1,Giridih,45940
Jharkhand,2018,1,Ramgarh,37875
Jharkhand,2018,1,Deoghar,35229
Jharkhand,2018,1,Palamu,31788
Jharkhand,2018,1,Saraikela Kharsawan,31177
Jharkhand,2018,2,Ranchi,216019
Jharkhand,2018,2,Dhanbad,181348
Jharkhand,2018,2,East Singhbhum,142493
Jharkhand,2018,2,Bokaro,139675
Jharkhand,2018,2,Hazaribagh,78856
Jharkhand,2018,2,Giridih,63248
Jharkhand,2018,2,Ramgarh,51846
Jharkhand,2018,2,Deoghar,50575
Jharkhand,2018,2,Palamu,45659
Jharkhand,2018,2,Saraikela Kharsawan,43186
Jharkhand,2018,3,Ranchi,265341
Jharkhand,2018,3,Dhanbad,219103
Jharkhand,2018,3,East Singhbhum,176668
Jharkhand,2018,3,Bokaro,167183
Jharkhand,2018,3,Hazaribagh,99502
Jharkhand,2018,3,Giridih,80440
Jharkhand,2018,3,Deoghar,63814
Jharkhand,2018,3,Ramgarh,63704
Jharkhand,2018,3,Palamu,59382
Jharkhand,2018,3,Saraikela Kharsawan,54706
Jharkhand,2018,4,Ranchi,326599
Jharkhand,2018,4,Dhanbad,268439
